assignment_id,class_id,title,due_date,points_possible,category
A_5cbc5c,49,Quiz: Science Week 11,2016-03-17,20,Quiz
A_e5b055,49,Lab: Science Week 11,2016-03-18,50,Lab
A_38efc0,49,Quiz: Science Week 12,2016-03-24,20,Quiz
A_2ff3fd,49,Test: Science Week 13,2016-04-02,100,Test
A_f1fd4d,49,Test: Science Week 14,2016-04-06,100,Test
A_d4bd8b,49,Homework: Science Week 15,2016-04-13,10,Homework
A_641fa9,49,Lab: Science Week 16,2016-04-20,50,Lab
A_17ccb9,49,Lab: Science Week 17,2016-04-26,50,Lab
A_a0270f,49,Homework: Science Week 18,2016-05-03,10,Homework
A_e30e08,49,Homework: Science Week 18,2016-05-06,10,Homework
A_1d26c2,49,Test: Science Week 19,2016-05-14,100,Test
A_753476,49,Homework: Science Week 19,2016-05-10,10,Homework
A_09dde9,49,Test: Science Week 20,2016-05-20,100,Test
A_c33d70,49,Test: Science Week 20,2016-05-17,100,Test
A_895904,49,Test: Science Week 21,2016-05-26,100,Test
A_42fd58,49,Homework: Science Week 21,2016-05-28,10,Homework
A_e8a551,49,Lab: Science Week 22,2016-06-04,50,Lab
A_2bfe50,49,Quiz: Science Week 23,2016-06-10,20,Quiz
A_4f37dd,49,Quiz: Science Week 24,2016-06-16,20,Quiz
A_73c5ab,50,Lab: Science Week 36,2015-09-02,50,Lab
A_abb27c,50,Quiz: Science Week 36,2015-09-05,20,Quiz
A_e01701,50,Test: Science Week 37,2015-09-12,100,Test
A_f6fcc9,50,Test: Science Week 37,2015-09-12,100,Test
A_be4e29,50,Quiz: Science Week 38,2015-09-17,20,Quiz
A_e25e04,50,Lab: Science Week 39,2015-09-23,50,Lab
A_c42650,50,Lab: Science Week 39,2015-09-25,50,Lab
A_cd0e3c,50,Lab: Science Week 40,2015-09-30,50,Lab
A_840367,50,Homework: Science Week 41,2015-10-08,10,Homework
A_9c462d,50,Homework: Science Week 41,2015-10-06,10,Homework
A_970828,50,Quiz: Science Week 42,2015-10-16,20,Quiz
A_44a41f,50,Lab: Science Week 43,2015-10-20,50,Lab
A_e87fed,50,Lab: Science Week 43,2015-10-24,50,Lab
A_4f3d1d,50,Quiz: Science Week 44,2015-10-27,20,Quiz
A_f90457,50,Lab: Science Week 45,2015-11-05,50,Lab
A_93be2d,50,Test: Science Week 45,2015-11-06,100,Test
A_a4cd43,50,Lab: Science Week 46,2015-11-13,50,Lab
A_f4c381,50,Quiz: Science Week 46,2015-11-14,20,Quiz
A_55de30,50,Lab: Science Week 47,2015-11-17,50,Lab
A_e0580b,50,Homework: Science Week 47,2015-11-20,10,Homework
A_e44dfa,50,Lab: Science Week 48,2015-11-28,50,Lab
A_93acde,50,Homework: Science Week 48,2015-11-27,10,Homework
A_fedc42,50,Quiz: Science Week 49,2015-12-03,20,Quiz
A_0b5859,50,Lab: Science Week 50,2015-12-09,50,Lab
A_b9bdf2,50,Homework: Science Week 51,2015-12-17,10,Homework
A_019b47,50,Test: Science Week 51,2015-12-16,100,Test
A_7b60db,50,Quiz: Science Week 52,2015-12-23,20,Quiz
A_c5dc5a,50,Test: Science Week 52,2015-12-22,100,Test
A_9d9fe1,50,Test: Science Week 53,2015-12-31,100,Test
A_b6b030,50,Homework: Science Week 1,2016-01-06,10,Homework
A_c72328,50,Homework: Science Week 1,2016-01-06,10,Homework
A_91a08d,50,Homework: Science Week 2,2016-01-15,10,Homework
A_1dbf35,50,Homework: Science Week 3,2016-01-21,10,Homework
A_4e3f17,50,Test: Science Week 4,2016-01-27,100,Test
A_eab4e2,50,Quiz: Science Week 4,2016-01-26,20,Quiz
A_04d38e,50,Lab: Science Week 5,2016-02-06,50,Lab
A_0d3de2,50,Homework: Science Week 5,2016-02-04,10,Homework
A_66174c,50,Lab: Science Week 6,2016-02-12,50,Lab
A_cb84b1,50,Lab: Science Week 6,2016-02-12,50,Lab
A_9837a7,50,Test: Science Week 7,2016-02-20,100,Test
A_668840,50,Quiz: Science Week 8,2016-02-27,20,Quiz
A_dda76f,50,Lab: Science Week 8,2016-02-26,50,Lab
A_380999,50,Homework: Science Week 9,2016-03-01,10,Homework
A_85c9a3,50,Lab: Science Week 10,2016-03-11,50,Lab
A_434b92,50,Quiz: Science Week 11,2016-03-16,20,Quiz
A_d147f6,50,Lab: Science Week 11,2016-03-17,50,Lab
A_0f7d7f,50,Test: Science Week 12,2016-03-23,100,Test
A_cd6bf3,50,Test: Science Week 13,2016-03-29,100,Test
A_65d11d,50,Test: Science Week 14,2016-04-07,100,Test
A_bcbfb1,50,Test: Science Week 15,2016-04-14,100,Test
A_02c0f9,50,Test: Science Week 15,2016-04-13,100,Test
A_d39e31,50,Quiz: Science Week 16,2016-04-20,20,Quiz
A_76e812,50,Lab: Science Week 17,2016-04-27,50,Lab
A_bc8942,50,Lab: Science Week 18,2016-05-04,50,Lab
A_a5b7a4,50,Quiz: Science Week 19,2016-05-10,20,Quiz
A_619662,50,Lab: Science Week 20,2016-05-20,50,Lab
A_f6b97f,50,Lab: Science Week 20,2016-05-17,50,Lab
A_86990a,50,Test: Science Week 21,2016-05-27,100,Test
A_c13646,50,Test: Science Week 22,2016-06-04,100,Test
A_20753e,50,Lab: Science Week 23,2016-06-09,50,Lab
A_f74506,50,Homework: Science Week 23,2016-06-11,10,Homework
A_f4b0df,50,Quiz: Science Week 24,2016-06-14,20,Quiz
A_afc3d0,51,Homework: Social Studies Week 36,2015-09-03,10,Homework
A_2bcab9,51,Homework: Social Studies Week 36,2015-09-01,10,Homework
A_87edee,51,Homework: Social Studies Week 37,2015-09-08,10,Homework
A_0b81d1,51,Homework: Social Studies Week 37,2015-09-10,10,Homework
A_a29a2b,51,Project: Social Studies Week 38,2015-09-16,100,Project
A_d4f969,51,Homework: Social Studies Week 38,2015-09-18,10,Homework
A_f98e7e,51,Homework: Social Studies Week 39,2015-09-23,10,Homework
A_abac56,51,Project: Social Studies Week 40,2015-10-02,100,Project
A_3f4c51,51,Quiz: Social Studies Week 40,2015-09-29,20,Quiz
A_f44d81,51,Project: Social Studies Week 41,2015-10-10,100,Project
A_a3f7fc,51,Quiz: Social Studies Week 41,2015-10-10,20,Quiz
A_34635a,51,Quiz: Social Studies Week 42,2015-10-13,20,Quiz
A_64ca7c,51,Quiz: Social Studies Week 43,2015-10-22,20,Quiz
A_2fdf50,51,Project: Social Studies Week 44,2015-10-31,100,Project
A_4040a7,51,Quiz: Social Studies Week 45,2015-11-06,20,Quiz
A_905734,51,Homework: Social Studies Week 45,2015-11-06,10,Homework
A_fcbdb2,51,Quiz: Social Studies Week 46,2015-11-10,20,Quiz
A_23a3bd,51,Project: Social Studies Week 47,2015-11-21,100,Project
A_a5b368,51,Project: Social Studies Week 48,2015-11-28,100,Project
A_7e09ae,51,Project: Social Studies Week 48,2015-11-27,100,Project
A_981ea3,51,Project: Social Studies Week 49,2015-12-03,100,Project
A_060e93,51,Homework: Social Studies Week 49,2015-12-04,10,Homework
A_dbb6a7,51,Quiz: Social Studies Week 50,2015-12-09,20,Quiz
A_6f6b69,51,Quiz: Social Studies Week 50,2015-12-12,20,Quiz
A_7c0265,51,Project: Social Studies Week 51,2015-12-16,100,Project
A_4ce7c6,51,Quiz: Social Studies Week 51,2015-12-16,20,Quiz
A_4a50a8,51,Quiz: Social Studies Week 52,2015-12-24,20,Quiz
A_b00fdd,51,Homework: Social Studies Week 52,2015-12-24,10,Homework
A_d44d72,51,Project: Social Studies Week 53,2016-01-02,100,Project
A_15dff9,51,Quiz: Social Studies Week 53,2015-12-29,20,Quiz
A_c3e48b,51,Quiz: Social Studies Week 1,2016-01-08,20,Quiz
A_72f7cb,51,Homework: Social Studies Week 2,2016-01-14,10,Homework
A_e81d69,51,Quiz: Social Studies Week 2,2016-01-16,20,Quiz
A_3786ac,51,Homework: Social Studies Week 3,2016-01-23,10,Homework
A_3f522f,51,Homework: Social Studies Week 4,2016-01-26,10,Homework
A_fbddf7,51,Quiz: Social Studies Week 5,2016-02-05,20,Quiz
A_3aed38,51,Quiz: Social Studies Week 5,2016-02-04,20,Quiz
A_b61167,51,Homework: Social Studies Week 6,2016-02-12,10,Homework
A_7b0391,51,Quiz: Social Studies Week 6,2016-02-09,20,Quiz
A_0ec7ce,51,Homework: Social Studies Week 7,2016-02-20,10,Homework
A_086578,51,Homework: Social Studies Week 8,2016-02-25,10,Homework
A_ce743b,51,Quiz: Social Studies Week 8,2016-02-27,20,Quiz
A_f2ffdc,51,Quiz: Social Studies Week 9,2016-03-01,20,Quiz
A_76160d,51,Project: Social Studies Week 9,2016-03-03,100,Project
A_877856,51,Homework: Social Studies Week 10,2016-03-12,10,Homework
A_af9e18,51,Quiz: Social Studies Week 10,2016-03-12,20,Quiz
A_5b2bef,51,Project: Social Studies Week 11,2016-03-19,100,Project
A_c66f90,51,Project: Social Studies Week 12,2016-03-25,100,Project
A_f35d04,51,Homework: Social Studies Week 13,2016-04-02,10,Homework
A_c5f0e2,51,Quiz: Social Studies Week 13,2016-03-29,20,Quiz
A_e88f72,51,Homework: Social Studies Week 14,2016-04-05,10,Homework
A_c918fe,51,Project: Social Studies Week 14,2016-04-08,100,Project
A_4ca16d,51,Homework: Social Studies Week 15,2016-04-12,10,Homework
A_8bf5db,51,Project: Social Studies Week 16,2016-04-20,100,Project
A_73422a,51,Quiz: Social Studies Week 17,2016-04-30,20,Quiz
A_b7af59,51,Quiz: Social Studies Week 18,2016-05-07,20,Quiz
A_21713b,51,Homework: Social Studies Week 18,2016-05-03,10,Homework
A_cc6732,51,Project: Social Studies Week 19,2016-05-14,100,Project
A_210bc2,51,Project: Social Studies Week 19,2016-05-13,100,Project
A_8dc142,51,Project: Social Studies Week 20,2016-05-19,100,Project
A_67de14,51,Project: Social Studies Week 20,2016-05-21,100,Project
A_32ea0b,51,Homework: Social Studies Week 21,2016-05-24,10,Homework
A_7283b0,51,Quiz: Social Studies Week 22,2016-06-01,20,Quiz
A_e39f9a,51,Quiz: Social Studies Week 23,2016-06-07,20,Quiz
A_06680d,51,Quiz: Social Studies Week 24,2016-06-15,20,Quiz
A_ce0a46,51,Project: Social Studies Week 24,2016-06-17,100,Project
A_979491,52,Quiz: Social Studies Week 36,2015-09-05,20,Quiz
A_784549,52,Quiz: Social Studies Week 37,2015-09-09,20,Quiz
A_c54f8b,52,Homework: Social Studies Week 38,2015-09-15,10,Homework
A_c17647,52,Quiz: Social Studies Week 38,2015-09-18,20,Quiz
A_4b2456,52,Quiz: Social Studies Week 39,2015-09-23,20,Quiz
A_399692,52,Homework: Social Studies Week 40,2015-09-29,10,Homework
A_067dd4,52,Homework: Social Studies Week 40,2015-10-03,10,Homework
A_024653,52,Homework: Social Studies Week 41,2015-10-09,10,Homework
A_a39f5a,52,Quiz: Social Studies Week 41,2015-10-08,20,Quiz
A_519d2f,52,Homework: Social Studies Week 42,2015-10-15,10,Homework
A_5c1e9e,52,Project: Social Studies Week 42,2015-10-15,100,Project
A_733aeb,52,Quiz: Social Studies Week 43,2015-10-22,20,Quiz
A_d6fe94,52,Quiz: Social Studies Week 44,2015-10-27,20,Quiz
A_bcd4eb,52,Homework: Social Studies Week 45,2015-11-05,10,Homework
A_eb1002,52,Project: Social Studies Week 46,2015-11-12,100,Project
A_ea57d8,52,Project: Social Studies Week 47,2015-11-19,100,Project
A_ffc931,52,Homework: Social Studies Week 47,2015-11-21,10,Homework
A_193582,52,Homework: Social Studies Week 48,2015-11-26,10,Homework
A_8b909c,52,Homework: Social Studies Week 48,2015-11-27,10,Homework
A_fcdba1,52,Project: Social Studies Week 49,2015-12-03,100,Project
A_c2a7cc,52,Quiz: Social Studies Week 50,2015-12-10,20,Quiz
A_d3b5f8,52,Homework: Social Studies Week 51,2015-12-19,10,Homework
A_1ceb23,52,Homework: Social Studies Week 51,2015-12-19,10,Homework
A_c9a6b0,52,Project: Social Studies Week 52,2015-12-24,100,Project
A_ddf0fc,52,Project: Social Studies Week 53,2016-01-02,100,Project
A_78b49f,52,Quiz: Social Studies Week 53,2015-12-30,20,Quiz
A_a2d2cc,52,Quiz: Social Studies Week 1,2016-01-05,20,Quiz
A_7fd543,52,Quiz: Social Studies Week 1,2016-01-09,20,Quiz
A_f9f8fa,52,Homework: Social Studies Week 2,2016-01-15,10,Homework
A_8ce3f7,52,Quiz: Social Studies Week 2,2016-01-14,20,Quiz
A_ab3baa,52,Project: Social Studies Week 3,2016-01-23,100,Project
A_3b7556,52,Project: Social Studies Week 4,2016-01-28,100,Project
A_2a724f,52,Quiz: Social Studies Week 5,2016-02-05,20,Quiz
A_8c462e,52,Homework: Social Studies Week 5,2016-02-03,10,Homework
A_afdaf4,52,Quiz: Social Studies Week 6,2016-02-11,20,Quiz
A_b90c4e,52,Project: Social Studies Week 6,2016-02-10,100,Project
A_6dcf9e,52,Project: Social Studies Week 7,2016-02-20,100,Project
A_4843e6,52,Project: Social Studies Week 8,2016-02-24,100,Project
A_0f41b8,52,Quiz: Social Studies Week 8,2016-02-23,20,Quiz
A_78e559,52,Quiz: Social Studies Week 9,2016-03-02,20,Quiz
A_6bd387,52,Project: Social Studies Week 10,2016-03-12,100,Project
A_e4d399,52,Quiz: Social Studies Week 10,2016-03-10,20,Quiz
A_90de8b,52,Quiz: Social Studies Week 11,2016-03-17,20,Quiz
A_49c524,52,Homework: Social Studies Week 12,2016-03-26,10,Homework
A_c59b18,52,Homework: Social Studies Week 13,2016-04-01,10,Homework
A_ba122d,52,Quiz: Social Studies Week 14,2016-04-08,20,Quiz
A_7fc287,52,Project: Social Studies Week 15,2016-04-16,100,Project
A_ec6561,52,Homework: Social Studies Week 16,2016-04-22,10,Homework
A_a39ef0,52,Quiz: Social Studies Week 16,2016-04-22,20,Quiz
A_06a66e,52,Project: Social Studies Week 17,2016-04-29,100,Project
A_884676,52,Quiz: Social Studies Week 17,2016-04-28,20,Quiz
A_3b6661,52,Quiz: Social Studies Week 18,2016-05-03,20,Quiz
A_f5332e,52,Homework: Social Studies Week 18,2016-05-04,10,Homework
A_d188ef,52,Project: Social Studies Week 19,2016-05-14,100,Project
A_522251,52,Quiz: Social Studies Week 19,2016-05-13,20,Quiz
A_fabea6,52,Homework: Social Studies Week 20,2016-05-21,10,Homework
A_a72297,52,Homework: Social Studies Week 21,2016-05-24,10,Homework
A_23901c,52,Quiz: Social Studies Week 21,2016-05-28,20,Quiz
A_611f12,52,Homework: Social Studies Week 22,2016-06-01,10,Homework
A_12810d,52,Quiz: Social Studies Week 23,2016-06-09,20,Quiz
A_dfe896,52,Quiz: Social Studies Week 24,2016-06-16,20,Quiz
A_073fe2,53,Homework: Social Studies Week 36,2015-09-02,10,Homework
A_ebd5b1,53,Project: Social Studies Week 36,2015-09-01,100,Project
A_d3ff17,53,Project: Social Studies Week 37,2015-09-12,100,Project
A_11f8c8,53,Project: Social Studies Week 38,2015-09-17,100,Project
A_c7137d,53,Quiz: Social Studies Week 39,2015-09-26,20,Quiz
A_289b8d,53,Project: Social Studies Week 40,2015-09-30,100,Project
A_5c817e,53,Project: Social Studies Week 41,2015-10-10,100,Project
A_1a7d62,53,Quiz: Social Studies Week 41,2015-10-09,20,Quiz
A_be3e1d,53,Quiz: Social Studies Week 42,2015-10-16,20,Quiz
A_8ea1e4,53,Project: Social Studies Week 43,2015-10-23,100,Project
A_afae32,53,Quiz: Social Studies Week 43,2015-10-22,20,Quiz
A_64310f,53,Project: Social Studies Week 44,2015-10-29,100,Project
A_42827e,53,Project: Social Studies Week 44,2015-10-30,100,Project
A_40f025,53,Project: Social Studies Week 45,2015-11-04,100,Project
A_a92590,53,Project: Social Studies Week 46,2015-11-10,100,Project
A_eb83d6,53,Quiz: Social Studies Week 47,2015-11-19,20,Quiz
A_2db2ce,53,Homework: Social Studies Week 48,2015-11-25,10,Homework
A_b73169,53,Homework: Social Studies Week 49,2015-12-01,10,Homework
A_f955df,53,Homework: Social Studies Week 49,2015-12-05,10,Homework
A_f75989,53,Quiz: Social Studies Week 50,2015-12-11,20,Quiz
A_71cbbe,53,Quiz: Social Studies Week 50,2015-12-08,20,Quiz
A_b2cc7f,53,Homework: Social Studies Week 51,2015-12-18,10,Homework
A_ac4929,53,Project: Social Studies Week 51,2015-12-18,100,Project
A_b6dcad,53,Project: Social Studies Week 52,2015-12-26,100,Project
A_1b6fba,53,Quiz: Social Studies Week 52,2015-12-23,20,Quiz
A_75546a,53,Homework: Social Studies Week 53,2015-12-31,10,Homework
A_a3fd59,53,Quiz: Social Studies Week 1,2016-01-05,20,Quiz
A_ee3c4d,53,Homework: Social Studies Week 1,2016-01-06,10,Homework
A_0ac39e,53,Project: Social Studies Week 2,2016-01-14,100,Project
A_297089,53,Project: Social Studies Week 3,2016-01-20,100,Project
A_b6ebad,53,Project: Social Studies Week 3,2016-01-23,100,Project
A_8d46cf,53,Quiz: Social Studies Week 4,2016-01-28,20,Quiz
A_4ee165,53,Project: Social Studies Week 4,2016-01-30,100,Project
A_eec9e3,53,Quiz: Social Studies Week 5,2016-02-05,20,Quiz
A_48446f,53,Quiz: Social Studies Week 5,2016-02-02,20,Quiz
A_e518b4,53,Project: Social Studies Week 6,2016-02-10,100,Project
A_d4511f,53,Quiz: Social Studies Week 7,2016-02-19,20,Quiz
A_42d96e,53,Project: Social Studies Week 8,2016-02-27,100,Project
A_f9660c,53,Quiz: Social Studies Week 8,2016-02-24,20,Quiz
A_220feb,53,Project: Social Studies Week 9,2016-03-02,100,Project
A_e96d17,53,Quiz: Social Studies Week 9,2016-03-04,20,Quiz
A_1f40eb,53,Quiz: Social Studies Week 10,2016-03-09,20,Quiz
A_718f7e,53,Homework: Social Studies Week 11,2016-03-17,10,Homework
A_1d2cd8,53,Homework: Social Studies Week 11,2016-03-18,10,Homework
A_ccbe0e,53,Homework: Social Studies Week 12,2016-03-23,10,Homework
A_801df4,53,Project: Social Studies Week 13,2016-04-02,100,Project
A_0f0737,53,Quiz: Social Studies Week 13,2016-03-30,20,Quiz
A_d208e4,53,Project: Social Studies Week 14,2016-04-08,100,Project
A_be7df6,53,Quiz: Social Studies Week 15,2016-04-14,20,Quiz
A_9396db,53,Project: Social Studies Week 16,2016-04-19,100,Project
A_d96ae6,53,Homework: Social Studies Week 16,2016-04-22,10,Homework
A_90bf85,53,Project: Social Studies Week 17,2016-04-30,100,Project
A_73b9fd,53,Homework: Social Studies Week 17,2016-04-29,10,Homework
A_c58e08,53,Homework: Social Studies Week 18,2016-05-05,10,Homework
A_28e61c,53,Project: Social Studies Week 19,2016-05-14,100,Project
A_9b0aad,53,Project: Social Studies Week 20,2016-05-21,100,Project
A_0de32c,53,Project: Social Studies Week 20,2016-05-20,100,Project
A_f3f44d,53,Homework: Social Studies Week 21,2016-05-27,10,Homework
A_712598,53,Quiz: Social Studies Week 21,2016-05-25,20,Quiz
A_64d687,53,Project: Social Studies Week 22,2016-06-02,100,Project
A_2fdfcd,53,Project: Social Studies Week 23,2016-06-08,100,Project
A_a14a25,53,Homework: Social Studies Week 24,2016-06-16,10,Homework
A_d1b5bc,54,Project: Social Studies Week 36,2015-09-03,100,Project
A_075491,54,Homework: Social Studies Week 37,2015-09-11,10,Homework
A_d7ab87,54,Homework: Social Studies Week 37,2015-09-11,10,Homework
A_57082c,54,Project: Social Studies Week 38,2015-09-18,100,Project
A_2084a0,54,Homework: Social Studies Week 38,2015-09-17,10,Homework
A_460ebd,54,Project: Social Studies Week 39,2015-09-22,100,Project
A_0d1852,54,Quiz: Social Studies Week 39,2015-09-24,20,Quiz
A_b330d6,54,Quiz: Social Studies Week 40,2015-10-01,20,Quiz
A_0841d2,54,Quiz: Social Studies Week 40,2015-10-02,20,Quiz
A_d627c2,54,Homework: Social Studies Week 41,2015-10-09,10,Homework
A_740569,54,Quiz: Social Studies Week 41,2015-10-10,20,Quiz
A_8c1c1c,54,Project: Social Studies Week 42,2015-10-16,100,Project
A_57cb97,54,Project: Social Studies Week 43,2015-10-22,100,Project
A_076850,54,Quiz: Social Studies Week 44,2015-10-28,20,Quiz
A_dee250,54,Project: Social Studies Week 45,2015-11-05,100,Project
A_deb7ed,54,Project: Social Studies Week 45,2015-11-05,100,Project
A_dd86e9,54,Quiz: Social Studies Week 46,2015-11-12,20,Quiz
A_a39c02,54,Project: Social Studies Week 46,2015-11-11,100,Project
A_37faa4,54,Homework: Social Studies Week 47,2015-11-21,10,Homework
A_4972c4,54,Homework: Social Studies Week 47,2015-11-20,10,Homework
A_72e97e,54,Project: Social Studies Week 48,2015-11-24,100,Project
A_4cf009,54,Homework: Social Studies Week 49,2015-12-05,10,Homework
A_d06a08,54,Project: Social Studies Week 49,2015-12-04,100,Project
A_b9075a,54,Homework: Social Studies Week 50,2015-12-09,10,Homework
A_6ff818,54,Project: Social Studies Week 50,2015-12-08,100,Project
A_dc0081,54,Project: Social Studies Week 51,2015-12-15,100,Project
A_56b99f,54,Project: Social Studies Week 52,2015-12-23,100,Project
A_52db66,54,Project: Social Studies Week 52,2015-12-22,100,Project
A_778d76,54,Homework: Social Studies Week 53,2016-01-02,10,Homework
A_21b12f,54,Quiz: Social Studies Week 53,2015-12-30,20,Quiz
A_823ac2,54,Homework: Social Studies Week 1,2016-01-08,10,Homework
A_92ceed,54,Project: Social Studies Week 2,2016-01-16,100,Project
A_683578,54,Project: Social Studies Week 3,2016-01-23,100,Project
A_7fb76a,54,Project: Social Studies Week 4,2016-01-28,100,Project
A_6a8ded,54,Quiz: Social Studies Week 5,2016-02-05,20,Quiz
A_4ccc6a,54,Quiz: Social Studies Week 5,2016-02-03,20,Quiz
A_1fece4,54,Project: Social Studies Week 6,2016-02-13,100,Project
A_0e99e3,54,Quiz: Social Studies Week 6,2016-02-12,20,Quiz
A_b67a84,54,Homework: Social Studies Week 7,2016-02-16,10,Homework
A_afd395,54,Quiz: Social Studies Week 8,2016-02-23,20,Quiz
A_43f290,54,Project: Social Studies Week 8,2016-02-24,100,Project
A_d55cc8,54,Quiz: Social Studies Week 9,2016-03-05,20,Quiz
A_55b0a5,54,Quiz: Social Studies Week 10,2016-03-08,20,Quiz
A_987c79,54,Homework: Social Studies Week 11,2016-03-19,10,Homework
A_8e54a7,54,Quiz: Social Studies Week 11,2016-03-17,20,Quiz
A_1a7f15,54,Homework: Social Studies Week 12,2016-03-26,10,Homework
A_7a360c,54,Homework: Social Studies Week 13,2016-03-29,10,Homework
A_2160fa,54,Project: Social Studies Week 13,2016-03-30,100,Project
A_1e3157,54,Homework: Social Studies Week 14,2016-04-05,10,Homework
A_2e18a4,54,Quiz: Social Studies Week 15,2016-04-15,20,Quiz
A_4382df,54,Project: Social Studies Week 15,2016-04-12,100,Project
A_0273ce,54,Quiz: Social Studies Week 16,2016-04-22,20,Quiz
A_139096,54,Quiz: Social Studies Week 16,2016-04-21,20,Quiz
A_d61662,54,Quiz: Social Studies Week 17,2016-04-30,20,Quiz
A_d25444,54,Project: Social Studies Week 17,2016-04-27,100,Project
A_e6f888,54,Homework: Social Studies Week 18,2016-05-06,10,Homework
A_99d805,54,Project: Social Studies Week 18,2016-05-07,100,Project
A_31b5c0,54,Homework: Social Studies Week 19,2016-05-13,10,Homework
A_74be03,54,Homework: Social Studies Week 19,2016-05-14,10,Homework
A_8674b1,54,Quiz: Social Studies Week 20,2016-05-20,20,Quiz
A_a58330,54,Homework: Social Studies Week 20,2016-05-19,10,Homework
A_042b79,54,Project: Social Studies Week 21,2016-05-25,100,Project
A_5b7d0d,54,Quiz: Social Studies Week 22,2016-06-01,20,Quiz
A_0ac69c,54,Quiz: Social Studies Week 23,2016-06-07,20,Quiz
A_d9d415,54,Quiz: Social Studies Week 23,2016-06-07,20,Quiz
A_f8f29a,54,Quiz: Social Studies Week 24,2016-06-15,20,Quiz
A_0c7c21,54,Project: Social Studies Week 24,2016-06-17,100,Project
A_ab0c9f,55,Project: Social Studies Week 36,2015-09-04,100,Project
A_744c10,55,Project: Social Studies Week 36,2015-09-04,100,Project
A_723ca1,55,Project: Social Studies Week 37,2015-09-08,100,Project
A_8ca3e1,55,Homework: Social Studies Week 37,2015-09-11,10,Homework
A_dce7a6,55,Project: Social Studies Week 38,2015-09-17,100,Project
A_11f4ab,55,Homework: Social Studies Week 39,2015-09-23,10,Homework
A_94e821,55,Quiz: Social Studies Week 40,2015-10-02,20,Quiz
A_43b707,55,Homework: Social Studies Week 41,2015-10-08,10,Homework
A_06ab99,55,Quiz: Social Studies Week 41,2015-10-08,20,Quiz
A_97e081,55,Quiz: Social Studies Week 42,2015-10-15,20,Quiz
A_fa73c1,55,Homework: Social Studies Week 43,2015-10-22,10,Homework
A_2f9a41,55,Homework: Social Studies Week 44,2015-10-30,10,Homework
A_77a508,55,Quiz: Social Studies Week 45,2015-11-04,20,Quiz
A_d7ff88,55,Homework: Social Studies Week 46,2015-11-14,10,Homework
A_631a9f,55,Quiz: Social Studies Week 46,2015-11-11,20,Quiz
A_38f822,55,Project: Social Studies Week 47,2015-11-19,100,Project
A_e06696,55,Project: Social Studies Week 47,2015-11-21,100,Project
A_9566d0,55,Project: Social Studies Week 48,2015-11-28,100,Project
A_4375ad,55,Project: Social Studies Week 49,2015-12-01,100,Project
A_a8d712,55,Project: Social Studies Week 49,2015-12-03,100,Project
A_b6841b,55,Project: Social Studies Week 50,2015-12-11,100,Project
A_fade80,55,Quiz: Social Studies Week 50,2015-12-10,20,Quiz
A_df1f2d,55,Project: Social Studies Week 51,2015-12-17,100,Project
A_b1ebd2,55,Homework: Social Studies Week 51,2015-12-16,10,Homework
A_1d50ca,55,Homework: Social Studies Week 52,2015-12-24,10,Homework
A_ba5319,55,Homework: Social Studies Week 53,2016-01-01,10,Homework
A_6d80e6,55,Homework: Social Studies Week 53,2016-01-01,10,Homework
A_82ea52,55,Quiz: Social Studies Week 1,2016-01-07,20,Quiz
A_224766,55,Quiz: Social Studies Week 2,2016-01-13,20,Quiz
A_1a06c1,55,Homework: Social Studies Week 3,2016-01-22,10,Homework
A_8299e0,55,Quiz: Social Studies Week 3,2016-01-22,20,Quiz
A_5f9419,55,Homework: Social Studies Week 4,2016-01-26,10,Homework
A_fb2d30,55,Quiz: Social Studies Week 5,2016-02-03,20,Quiz
A_bdf68d,55,Homework: Social Studies Week 5,2016-02-03,10,Homework
A_b3a74d,55,Project: Social Studies Week 6,2016-02-13,100,Project
A_4f2fe8,55,Project: Social Studies Week 6,2016-02-10,100,Project
A_827017,55,Quiz: Social Studies Week 7,2016-02-19,20,Quiz
A_89f79b,55,Homework: Social Studies Week 8,2016-02-24,10,Homework
A_44232e,55,Quiz: Social Studies Week 8,2016-02-26,20,Quiz
A_e68c9d,55,Project: Social Studies Week 9,2016-03-03,100,Project
A_2a3b82,55,Homework: Social Studies Week 9,2016-03-01,10,Homework
A_2aa01b,55,Quiz: Social Studies Week 10,2016-03-09,20,Quiz
A_aabdfc,55,Quiz: Social Studies Week 10,2016-03-12,20,Quiz
A_3cb47e,55,Homework: Social Studies Week 11,2016-03-19,10,Homework
A_61c0e0,55,Quiz: Social Studies Week 11,2016-03-18,20,Quiz
A_091ec9,55,Quiz: Social Studies Week 12,2016-03-24,20,Quiz
A_cd7fb3,55,Quiz: Social Studies Week 13,2016-04-02,20,Quiz
A_8b65a3,55,Project: Social Studies Week 14,2016-04-08,100,Project
A_cc8ba4,55,Homework: Social Studies Week 15,2016-04-12,10,Homework
A_4993c5,55,Project: Social Studies Week 15,2016-04-16,100,Project
A_b54107,55,Quiz: Social Studies Week 16,2016-04-21,20,Quiz
A_b73a93,55,Quiz: Social Studies Week 17,2016-04-26,20,Quiz
A_deaaea,55,Homework: Social Studies Week 17,2016-04-28,10,Homework
A_52e8e5,55,Homework: Social Studies Week 18,2016-05-06,10,Homework
A_40a213,55,Project: Social Studies Week 18,2016-05-07,100,Project
